treten,to step,,,,,,,,,,
bevor,before (b~),,,,,,,,,,
der Student,student,,,,,,,,,,
die Entscheidung,decision,,,,,,,,,,
verändern,to change (ver~),,,,,,,,,,
der Prozess,"trial, process",,,,,,,,,,
bitte,please,,,,,,,,,,
übernehmen,to take over,,,,,,,,,,
der Arm,arm,,,,,,,,,,
grün,green,,,,,,,,,,
zusammen,together,,,,,,,,,,
die Kraft,"power, strength (K~)",,,,,,,,,,
lachen,to laugh,,,,,,,,,,
trotz,in spite of,,,,,,,,,,
schlagen,"to hit, beat",,,,,,,,,,
relativ,relative,,,,,,,,,,
der September,September,,,,,,,,,,
der Betrieb,"business, operation (B~)",,,,,,,,,,
bloß,"1) only, simply, just; 2) bare, mere",,,,,,,,,,
wobei,"where, which, whereas",,,,,,,,,,
die Zeitung,newspaper,,,,,,,,,,
kaufen,to buy,,,,,,,,,,
das Angebot,offer,,,,,,,,,,
die Grenze,"border, frontier",,,,,,,,,,
wann,when,,,,,,,,,,
gelingen,to succeed,,,,,,,,,,
betrachten,"to look at, consider (bet~)",,,,,,,,,,
sieben,seven,,,,,,,,,,
speziell,special (s~),,,,,,,,,,
die Chance,chance (C~),,,,,,,,,,
verwenden,to use (v~),,,,,,,,,,
sich enthalten,to abstain from,,,,,,,,,,
der Satz,sentence,,,,,,,,,,
jeweils,"each, each time (j~)",,,,,,,,,,
gesamt,"whole, entire",,,,,,,,,,
erfolgen,"to take place, occur (er~)",,,,,,,,,,
zuhause,at home (z~),,,,,,,,,,
wählen,"to choose, elect, vote (w~)",,,,,,,,,,
das Zuhause,home (Z~),,,,,,,,,,
enthalten,to contain (ent~),,,,,,,,,,
der Erfolg,success,,,,,,,,,,
weiß,white,,,,,,,,,,
entscheiden,to decide (e~),,,,,,,,,,
pro,per,,,,,,,,,,
stattfinden,"to take place, occur (s~)",,,,,,,,,,
entscheidend,decisive,,,,,,,,,,
technisch,technical,,,,,,,,,,
feststellen,"to establish, detect (f~)",,,,,,,,,,
das Mitglied,member,,,,,,,,,,
beispielsweise,for example (b~),,,,,,,,,,
unten,down,,,,,,,,,,
bewegen,to move (b~),,,,,,,,,,
das Internet,Internet,,,,,,,,,,
insgesamt,"in all, altogether",,,,,,,,,,
dienen,to serve (d~),,,,,,,,,,
die Leistung,performance (L~),,,,,,,,,,
erfahren,"to experience, find out",,,,,,,,,,
langsam,slow,,,,,,,,,,
eng,"narrow, close (e~)",,,,,,,,,,
die Lage,"situation, location (L~)",,,,,,,,,,
vorher,"earlier, beforehand (v~)",,,,,,,,,,
das Pro,pro,,,,,,,,,,
vergessen,to forget,,,,,,,,,,
in der Lage sein,"to be able to, to be in a position",,,,,,,,,,
verschwinden,to disappear,,,,,,,,,,
das Projekt,project,,,,,,,,,,
die Kultur,culture,,,,,,,,,,
darum,"around it, therefore",,,,,,,,,,
das Auftreten,"behaviour, conduct (A~)",,,,,,,,,,
trotzdem,nevertheless (t~),,,,,,,,,,
sich verhalten,"to behave, react (sich v~)",,,,,,,,,,
das Verhalten,"behaviour (V~, short form)",,,,,,,,,,
der Arzt,"physician, doctor (A~)",,,,,,,,,,
stimmen,"to be correct, vote, tune (s~)",,,,,,,,,,
berichten,to report (b~),,,,,,,,,,
das Zimmer,room (Z~),,,,,,,,,,
rein,"pure, clear, clean (r~)",,,,,,,,,,
der Körper,body (K~),,,,,,,,,,
der Fuß,foot,,,,,,,,,,
die Klasse,class,,,,,,,,,,
meist,mostly (short form),,,,,,,,,,
das stimmt,that's right,,,,,,,,,,
notwendig,necessary (no~),,,,,,,,,,
englisch,English,,,,,,,,,,
sowohl...als auch,both...and,,,,,,,,,,
im Zuge,in the course (im Z~),,,,,,,,,,
ständig,constant (stä~),,,,,,,,,,
der Zug,train,,,,,,,,,,
auftreten,"to appear, occur (a~)",,,,,,,,,,
trinken,to drink,,,,,,,,,,
zudem,"moreover, besides (z~)",,,,,,,,,,
der Chef,"director, boss",,,,,,,,,,
die Lösung,solution,,,,,,,,,,
mindestens,at least (m~),,,,,,,,,,
das Fenster,window,,,,,,,,,,
der Junge,boy,,,,,,,,,,
das Produkt,product,,,,,,,,,,
selten,rare,,,,,,,,,,
rechnen,"to calculate, do arithmetic (r~)",,,,,,,,,,
französisch,French,,,,,,,,,,
das Studium,"study, studies",,,,,,,,,,
erleben,to experience,,,,,,,,,,
die Höhe,"height, altitude",,,,,,,,,,
der Vergleich,comparison,,,,,,,,,,
falsch,wrong,,,,,,,,,,
die Idee,idea,,,,,,,,,,
die Luft,air,,,,,,,,,,
das Englisch,English (language),,,,,,,,,,
beobachten,"to observe, watch (b~)",,,,,,,,,,
Das Französisch,French (language),,,,,,,,,,
wissenschaftlich,"scientific, scholarly (w~)",,,,,,,,,,
die Meinung,opinion (M~),,,,,,,,,,
in der Luft,in the air,,,,,,,,,,
in Höhe,in the amount of,,,,,,,,,,
leider,unfortunately (l~),,,,,,,,,,
im Vergleich zu,in comparison with,,,,,,,,,,
holen,"to get, fetch",,,,,,,,,,
fremd,"foreign, strange",,,,,,,,,,
die Natur,nature,,,,,,,,,,
wahr,true,,,,,,,,,,
das Bett,bed,,,,,,,,,,
unterscheiden,"to distinguish, differentiate (u~)",,,,,,,,,,
sterben,to die,,,,,,,,,,
die Wirtschaft,"economy, commerce",,,,,,,,,,
werfen,to throw,,,,,,,,,,
irgendwo,somewhere,,,,,,,,,,
zumindest,at least (z~),,,,,,,,,,
der Spaß,fun,,,,,,,,,,
das Modell,model (M~),,,,,,,,,,
das Geschäft,"business, store, shop (G~)",,,,,,,,,,
normal,normal,,,,,,,,,,
essen,to eat,,,,,,,,,,
leisten,to achieve (l~),,,,,,,,,,
die Bewegung,"movement, motion",,,,,,,,,,
das Mittel,means,,,,,,,,,,
der Kunde,"customer, client",,,,,,,,,,
reichen,"to reach, be enough",,,,,,,,,,
das Tier,animal,,,,,,,,,,
privat,private,,,,,,,,,,
tot,dead,,,,,,,,,,
verlangen,"to request, demand (ver~)",,,,,,,,,,
der Mitarbeiter,"employee, co-worker",,,,,,,,,,
der Tod,death,,,,,,,,,,
das Dorf,village,,,,,,,,,,
sich freuen,"to be happy, look forward to (auf)",,,,,,,,,,
hängen,to hang,,,,,,,,,,
der Bruder,brother,,,,,,,,,,
hoffen,to hope,,,,,,,,,,
freuen,to make happy,,,,,,,,,,
zur Verfügung stehen,to be available,,,,,,,,,,
die Angabe,"information, statement (An~)",,,,,,,,,,
die Verfügung,disposal,,,,,,,,,,
der Gast,guest,,,,,,,,,,
teilen,"to divide, share",,,,,,,,,,
wünschen,"to want, wish",,,,,,,,,,
die Sicherheit,"security, safety",,,,,,,,,,
positiv,positive,,,,,,,,,,
der Dank,gratefulness,,,,,,,,,,
vorliegen,"to be, exist (vor~)",,,,,,,,,,
der Kollege,colleague (male),,,,,,,,,,
Vielen Dank,"Thanks a lot, many thanks",,,,,,,,,,
außer,"except, apart from (au~)",,,,,,,,,,
fest,"firm, solid (f~)",,,,,,,,,,
bauen,to build (b~),,,,,,,,,,
zur Verfügung stellen,to provide (zur ~),,,,,,,,,,
das Gebiet,"area, region (Geb~)",,,,,,,,,,
zählen,to count,,,,,,,,,,
der Einsatz,"use, commitment, inset, development (E~)",,,,,,,,,,
der  Unterschied,difference (U~),,,,,,,,,,
die Anwendung,"application, use",,,,,,,,,,
ankommen,to arrive (an~),,,,,,,,,,
bezahlen,to pay (b~),,,,,,,,,,
in Verbindung mit,in connection with (in V~),,,,,,,,,,
die Vorstellung,"idea, introduction (V~)",,,,,,,,,,
der Kontakt,contact,,,,,,,,,,
sorgen,"to worry, take care (s~)",,,,,,,,,,
das Fach,"compartment, subject",,,,,,,,,,
zentral,central,,,,,,,,,,
die Menge,"quantity, amount (M~)",,,,,,,,,,
die Verbindung,"connection, link",,,,,,,,,,
der Sommer,summer,,,,,,,,,,
stecken,"to put, be located (s~)",,,,,,,,,,
besuchen,to visit (be~),,,,,,,,,,
dauern,"to last, take (time)",,,,,,,,,,
beziehen,"to refer, put, get",,,,,,,,,,
fertig,"finished, ready (f~)",,,,,,,,,,
der Anspruch,claim (A~),,,,,,,,,,
weder...noch,neither...nor,,,,,,,,,,
das Herz,heart,,,,,,,,,,
spüren,"to sense, notice",,,,,,,,,,
statt,instead of (s~),,,,,,,,,,
die Antwort,"answer, reply",,,,,,,,,,
bitten,"to request, ask",,,,,,,,,,
die Ausbildung,"training, development",,,,,,,,,,
breit,"wide, broad",,,,,,,,,,
hart,hard,,,,,,,,,,
unbedingt,absolute (un~),,,,,,,,,,
das Alter,age,,,,,,,,,,
der Kilometer,kilometre,,,,,,,,,,
grundsätzlich,fundamental,,,,,,,,,,
erhöhen,"to increase, raise (er~)",,,,,,,,,,
der Vertrag,contract,,,,,,,,,,
die Hilfe,help,,,,,,,,,,
der Dollar,dollar,,,,,,,,,,
das Verfahren,"method, process, technique (V~)",,,,,,,,,,
zuerst,"first, at first",,,,,,,,,,
das Theater,theater,,,,,,,,,,
die Gefahr,danger,,,,,,,,,,
der Patient,patient,,,,,,,,,,
die Kosten,"costs, expenses",,,,,,,,,,
melden,"to report, register (m~)",,,,,,,,,,
die Polizei,police,,,,,,,,,,
der Computer,computer,,,,,,,,,,
inner,internal,,,,,,,,,,
künftig,future,,,,,,,,,,
hinaus,"out, beyond (h~)",,,,,,,,,,
das Gerät,"tool, piece of equipment, appliance (G~)",,,,,,,,,,
vorhanden,"available, existing (vor~)",,,,,,,,,,
der Oktober,October,,,,,,,,,,
die Reihe,"row, line",,,,,,,,,,
historisch,historical,,,,,,,,,,
der Stoff,"material, substance (S~)",,,,,,,,,,
die Mitte,middle,,,,,,,,,,
lieber,rather,,,,,,,,,,
vorkommen,"to happen, occur, seem (vor~)",,,,,,,,,,
aha,"aha, I see",,,,,,,,,,
betonen,to stress,,,,,,,,,,
das Glück,"luck, fortune",,,,,,,,,,
dennoch,nevertheless (d~),,,,,,,,,,
zugleich,"both, at the same time",,,,,,,,,,
in der Mitte,in the middle (in ~),,,,,,,,,,
sodass,so that,,,,,,,,,,
die Maßnahme,measure (long form),,,,,,,,,,
der Westen,west,,,,,,,,,,
erfüllen,"to grant, fulfil",,,,,,,,,,
zuletzt,"last, in the end (z~)",,,,,,,,,,
knapp,"scarce, slim (k~)",,,,,,,,,,
die Ordnung,"order, tidiness (O~)",,,,,,,,,,
besitzen,"to own, have",,,,,,,,,,
eine Reihe von,a series of,,,,,,,,,,
der Beginn,beginning (B~),,,,,,,,,,
das Wochenende,weekend,,,,,,,,,,
der Professor,professor,,,,,,,,,,
beteiligen,to participate (b~),,,,,,,,,,
der Osten,east,,,,,,,,,,
aktuell,current (a~),,,,,,,,,,
sich eignen,to be suitable,,,,,,,,,,
derzeit,"currently, at the moment (d~)",,,,,,,,,,
danke,thanks,,,,,,,,,,
die Reise,"journey, trip",,,,,,,,,,
übrig,"remaining, left (ü~)",,,,,,,,,,
umfassen,"to include, consist of (u~)",,,,,,,,,,
indem,"while, by",,,,,,,,,,
unterstützen,to support (u~),,,,,,,,,,
die Einheit,"unity, unit",,,,,,,,,,
schlafen,to sleep,,,,,,,,,,
das Institut,institute,,,,,,,,,,
merken,"to notice, remember (m~)",,,,,,,,,,
nochmals,again (n~),,,,,,,,,,
passen,to fit,,,,,,,,,,
die Bevölkerung,population,,,,,,,,,,
im Übrigen,"by the way, incidentally (im ~)",,,,,,,,,,
die Erde,"earth, ground, soil",,,,,,,,,,
die Schwester,sister,,,,,,,,,,
richten,"to direct, repair, follow",,,,,,,,,,
irgendwas,"something, anything",,,,,,,,,,
die Ebene,"plane, level (E~)",,,,,,,,,,
zuvor,before (z~),,,,,,,,,,
die Wahl,"choice, election (W~)",,,,,,,,,,
lieb,"dear, kind",,,,,,,,,,
die Bedingung,"condition, stipulation (B~)",,,,,,,,,,
das Lächeln,smile,,,,,,,,,,
in der Nähe,"in the vicinity, nearby",,,,,,,,,,
die Struktur,structure,,,,,,,,,,
lösen,"to solve, loosen",,,,,,,,,,
das Prinzip,principle (P~),,,,,,,,,,
das Risiko,risk,,,,,,,,,,
daraus,from it,,,,,,,,,,
lächeln,to smile,,,,,,,,,,
beschäftigen,"to employ, be busy, deal with (b~)",,,,,,,,,,
der Vorteil,advantage,,,,,,,,,,
das Haar,hair,,,,,,,,,,
schlimm,"bad, serious (not 'schlecht')",,,,,,,,,,
miteinander,with each other,,,,,,,,,,
die Wirkung,effect (W~),,,,,,,,,,
der Montag,Monday,,,,,,,,,,
die Nähe,"vicinity, proximity",,,,,,,,,,
antworten,to answer (a~),,,,,,,,,,
trennen,to separate (t~),,,,,,,,,,
der Autor,author,,,,,,,,,,
teilweise,partly (not 'teils'),,,,,,,,,,
schlimmer,worse,,,,,,,,,,
im Prinzip,in principle (im ~),,,,,,,,,,
einstellen,"to adjust, employ, stop (ein~)",,,,,,,,,,
deswegen,"therefore, that's why (des~)",,,,,,,,,,
der Sonntag,Sunday,,,,,,,,,,
meistens,mostly (long form),,,,,,,,,,
dunkel,dark,,,,,,,,,,
die Größe,"size, height",,,,,,,,,,
die Medien,media,,,,,,,,,,
die Untersuchung,"examination, investigation (U~)",,,,,,,,,,
bestätigen,"to confirm, endorse",,,,,,,,,,
die Veränderung,change (V~),,,,,,,,,,
überall,everywhere,,,,,,,,,,
die Daten,data,,,,,,,,,,
die Organisation,organization (O~),,,,,,,,,,
aufbauen,to build up,,,,,,,,,,
der Einfluss,influence,,,,,,,,,,
die Macht,"power, strength (M~)",,,,,,,,,,
lieben,to love,,,,,,,,,,
die Methode,method (M~),,,,,,,,,,
offenbar,obvious (not 'offensichtlich'),,,,,,,,,,
recht,right,,,,,,,,,,
laut,according to (l~),,,,,,,,,,
der Brief,letter,,,,,,,,,,
genügen,to be sufficient (g~),,,,,,,,,,
durchführen,"to carry out, hold (d~)",,,,,,,,,,
durchaus,absolutely (d~),,,,,,,,,,
im Augenblick,at the moment (im A~),,,,,,,,,,
weltweit,world-wide,,,,,,,,,,
verkaufen,to sell,,,,,,,,,,
drücken,"to press, push (d~)",,,,,,,,,,
der Sport,sport,,,,,,,,,,
der Augenblick,moment (A~),,,,,,,,,,
untersuchen,to examine (u~),,,,,,,,,,
geboren,born,,,,,,,,,,
die Diskussion,discussion,,,,,,,,,,
die Liebe,love,,,,,,,,,,
menschlich,human,,,,,,,,,,
die Technik,"technique, technology",,,,,,,,,,
erfolgreich,successful,,,,,,,,,,
der Versuch,"attempt, experiment (V~)",,,,,,,,,,
eingehen,"to deal with, give attention (ein~)",,,,,,,,,,
andererseits,on the other hand,,,,,,,,,,
zahlreich,numerous,,,,,,,,,,
erlauben,"to allow, permit (er~)",,,,,,,,,,
aktiv,active (a~),,,,,,,,,,
der Kreis,"circle, district",,,,,,,,,,
die Forderung,"demand, claim (F~)",,,,,,,,,,
die Rede,"speech, talk",,,,,,,,,,
blicken,"to glance, look (b~)",,,,,,,,,,
konkret,concrete,,,,,,,,,,
regelmäßig,regular (r~),,,,,,,,,,
ehemalig,former (ehe~),,,,,,,,,,
stets,always (s~),,,,,,,,,,
versprechen,to promise (ver~),,,,,,,,,,
die Tätigkeit,activity (T~),,,,,,,,,,
benutzen,to use (be~),,,,,,,,,,
entdecken,to discover,,,,,,,,,,
die Krankheit,"illness, disease (K~)",,,,,,,,,,
der Eindruck,impression,,,,,,,,,,
die Voraussetzung,"condition, requirement (V~)",,,,,,,,,,
der Kampf,"fight, struggle",,,,,,,,,,
jeweilig,"particular, respective",,,,,,,,,,
längst,"long since, a long time ago",,,,,,,,,,
die Schwierigkeit,difficulty,,,,,,,,,,
ausreichen,to be sufficient (aus~),,,,,,,,,,
treiben,"to drive, pursue",,,,,,,,,,
kalt,cold,,,,,,,,,,
zwölf,twelve,,,,,,,,,,
überzeugen,to convince,,,,,,,,,,
behandeln,to treat,,,,,,,,,,
schweigen,to remain silent,,,,,,,,,,
das Schweigen,silence,,,,,,,,,,
drohen,to threaten (d~),,,,,,,,,,
der Künstler,artist,,,,,,,,,,
staatlich,"state, government, national",,,,,,,,,,
die Region,region,,,,,,,,,,
lediglich,merely (l~),,,,,,,,,,
unmittelbar,"immediate, direct (unm~)",,,,,,,,,,
somit,consequently (s~),,,,,,,,,,
drehen,to turn (d~),,,,,,,,,,
verdienen,"to earn, deserve",,,,,,,,,,
der Beitrag,contribution,,,,,,,,,,
darunter,under it,,,,,,,,,,
kosten,to cost,,,,,,,,,,
Schweizer,Swiss,,,,,,,,,,
erforderlich,"required, necessary (e~)",,,,,,,,,,
das Konzept,"concept, draft, plan",,,,,,,,,,
der Mund,mouth,,,,,,,,,,
Schweizer Franken,Swiss Franc,,,,,,,,,,
heutig,"present-day, today's",,,,,,,,,,
der Wunsch,wish,,,,,,,,,,
unabhängig,independent (un~),,,,,,,,,,
kulturell,cultural,,,,,,,,,,
klingen,to sound (k~),,,,,,,,,,
der Artikel,article,,,,,,,,,,
die Reaktion,reaction,,,,,,,,,,
reagieren,to react,,,,,,,,,,
bewusst,conscious,,,,,,,,,,
ruhig,"1) quiet, calm; 2) really",,,,,,,,,,
die Linie,line (L~),,,,,,,,,,
in erster Linie,first and foremost,,,,,,,,,,
immerhin,after all,,,,,,,,,,
im Gegensatz zu,in contrast to,,,,,,,,,,
der Rücken,back (of the body),,,,,,,,,,
das Kapitel,chapter,,,,,,,,,,
klassisch,classical,,,,,,,,,,
die Literatur,literature,,,,,,,,,,
echt,"genuine, real",,,,,,,,,,
heben,"to lift, raise (h~)",,,,,,,,,,
die Aussage,statement,,,,,,,,,,
der Bürger,citizen,,,,,,,,,,
heiß,hot,,,,,,,,,,
die Wand,wall (W~),,,,,,,,,,
"der Jugendliche, die Jugendliche",adolescent,,,,,,,,,,
der Gegensatz,"opposite, contrast (not 'Gegenteil')",,,,,,,,,,
finanziell,financial,,,,,,,,,,
der Inhalt,"contents, plot (I~)",,,,,,,,,,
fliegen,to fly,,,,,,,,,,
die Farbe,color,,,,,,,,,,
der Himmel,"sky, heaven",,,,,,,,,,
überraschen,to surprise (ü~),,,,,,,,,,
betreiben,"to proceed with, operate (be~)",,,,,,,,,,
die Bibliothek,library,,,,,,,,,,
weiterhin,"still, furthermore (w~)",,,,,,,,,,
Berliner,(of) Berlin,,,,,,,,,,
die Zelle,cell,,,,,,,,,,
weg,"gone, vanished (w~)",,,,,,,,,,
die Kenntnis,knowledge,,,,,,,,,,
hundert,hundred,,,,,,,,,,
der Ansatz,"approach, attempt (A~)",,,,,,,,,,
genauso,just as (g~),,,,,,,,,,
unter Umständen,"under circumstances, possibly",,,,,,,,,,
das Papier,paper,,,,,,,,,,
die Erinnerung,memory (E~),,,,,,,,,,
das Maß,measure (short form),,,,,,,,,,
teuer,expensive,,,,,,,,,,
neun,nine,,,,,,,,,,
schicken,to send (sc~),,,,,,,,,,
der Kurs,"course, exchange rate",,,,,,,,,,
der Umstand,circumstance,,,,,,,,,,
die Sekunde,second,,,,,,,,,,
ermöglichen,to enable,,,,,,,,,,
vertreten,to represent (ver~),,,,,,,,,,
die Sonne,sun,,,,,,,,,,
irgendein,"some, any (not 'irgendwelche')",,,,,,,,,,
stoßen,"to bump, push (st~)",,,,,,,,,,
das Bein,leg,,,,,,,,,,
herstellen,to produce (h~),,,,,,,,,,
"vorne, vorn",at the front,,,,,,,,,,
leiden,to suffer (l~),,,,,,,,,,
wechseln,to change (w~),,,,,,,,,,
erneut,"again, renewed",,,,,,,,,,
toll,"great, terrific",,,,,,,,,,
singen,to sing,,,,,,,,,,
das Essen,food (E~),,,,,,,,,,
nötig,necessary (nö~),,,,,,,,,,
verhindern,to prevent (ver~),,,,,,,,,,
in der Küche,in the kitchen,,,,,,,,,,
liefern,"to deliver, supply",,,,,,,,,,
die Grundlage,basis,,,,,,,,,,
benötigen,to require (ben~),,,,,,,,,,
die Wirklichkeit,reality (W~),,,,,,,,,,
die Küche,"kitchen, cuisine",,,,,,,,,,
die Wissenschaft,science,,,,,,,,,,
die Hälfte,half,,,,,,,,,,
wenigstens,at least (w~),,,,,,,,,,
überlegen,"to think about, consider (ü~)",,,,,,,,,,
reisen,to travel,,,,,,,,,,
zurzeit,at the moment (z~),,,,,,,,,,
stammen,"to come (from), descend",,,,,,,,,,
der Garten,garden,,,,,,,,,,
zahlen,to pay (z~),,,,,,,,,,
der Druck,"pressure, printing",,,,,,,,,,
der Zustand,"condition, state (Z~)",,,,,,,,,,
abschließen,"to lock, conclude",,,,,,,,,,
das Meer,"sea, ocean (M~)",,,,,,,,,,
der Zeitpunkt,"moment, (point in) time",,,,,,,,,,
"circa, zirka (ca.)",approximately (c~),,,,,,,,,,
kochen,to cook,,,,,,,,,,
der Plan,plan,,,,,,,,,,
der Hinweis,hint (H~),,,,,,,,,,
aufgeben,to give up,,,,,,,,,,
individuell,individual,,,,,,,,,,
der Auftrag,"instructions, order, job (Auf~)",,,,,,,,,,
der Baum,tree,,,,,,,,,,
greifen,"to take hold of, reach (g~)",,,,,,,,,,
der Dienst,"service, duty",,,,,,,,,,
der Gegenstand,object (G~),,,,,,,,,,
gesellschaftlich,social (g~),,,,,,,,,,
die Freude,joy,,,,,,,,,,
üblich,usual (ü~),,,,,,,,,,
leer,empty,,,,,,,,,,
verzichten,to do without,,,,,,,,,,
irgendwelche,"some, any (not 'irgendein')",,,,,,,,,,
absolut,absolute,,,,,,,,,,
täglich,daily (t~),,,,,,,,,,
entweder...oder,either...or,,,,,,,,,,
die Gemeinde,"community, municipality (G~)",,,,,,,,,,
mittlerweile,"in the meantime, since then (m~)",,,,,,,,,,
betragen,to amount to,,,,,,,,,,
erwähnen,to mention,,,,,,,,,,
wiederum,again (not 'wieder'),,,,,,,,,,
der November,November,,,,,,,,,,
die Position,position (P~),,,,,,,,,,
das Netz,net,,,,,,,,,,
die Forschung,research,,,,,,,,,,
soweit,as far as,,,,,,,,,,
der Wald,"forest, woods",,,,,,,,,,
rasch,quick (r~),,,,,,,,,,
einrichten,"to establish, furnish (ein~)",,,,,,,,,,
die Bundesrepublik,Federal Republic,,,,,,,,,,
die Praxis,"practice, doctor's office",,,,,,,,,,
angeben,"to claim, declare, show off (an~)",,,,,,,,,,
in der Praxis,in practice,,,,,,,,,,
zwanzig,twenty,,,,,,,,,,
blau,blue,,,,,,,,,,
ungefähr,approximately (u~),,,,,,,,,,
der Schluss,"end, conclusion (S~)",,,,,,,,,,
national,national,,,,,,,,,,
verfügen,"to have sth at one's disposal, be in charge",,,,,,,,,,
festhalten,"to hold on, detain (f~)",,,,,,,,,,
sicherlich,certainly,,,,,,,,,,
geraten,to get into,,,,,,,,,,
die Haut,skin,,,,,,,,,,
das Glas,glass,,,,,,,,,,
begründen,to justify (b~),,,,,,,,,,
die Maschine,machine,,,,,,,,,,
die Nummer,number (N~),,,,,,,,,,
vorbereiten,to prepare (vor~),,,,,,,,,,
der Finger,finger,,,,,,,,,,
wiederholen,to repeat,,,,,,,,,,
verantwortlich,responsible,,,,,,,,,,
das Russisch,Russian (language),,,,,,,,,,
der Titel,title,,,,,,,,,,
russisch,Russian,,,,,,,,,,
der Roman,novel,,,,,,,,,,
der Hund,dog,,,,,,,,,,
draußen,outside (d~),,,,,,,,,,
die Sicht,"view, visibility",,,,,,,,,,
der Ausdruck,"term, expression",,,,,,,,,,
der Politiker,politician,,,,,,,,,,
vielmehr,rather (v~),,,,,,,,,,
die Theorie,theory,,,,,,,,,,
das Team,team (T~),,,,,,,,,,
die Umwelt,environment,,,,,,,,,,
der Verein,"association, club",,,,,,,,,,
die Freundin,friend (female),,,,,,,,,,
der Haushalt,"household, budget",,,,,,,,,,
schützen,to protect (s~),,,,,,,,,,
stören,"to disturb, bother",,,,,,,,,,
der Dienstag,Tuesday,,,,,,,,,,
typisch,typical,,,,,,,,,,
das Material,material (M~),,,,,,,,,,
die Tatsache,fact (T~),,,,,,,,,,
der Wagen,"car, carriage",,,,,,,,,,
die Unterstützung,support (U~),,,,,,,,,,
die Schulter,shoulder,,,,,,,,,,
berücksichtigen,to consider (ber~),,,,,,,,,,
bislang,"until now, up to now (not 'bisher')",,,,,,,,,,
zuständig,"appropriate, responsible",,,,,,,,,,
erheblich,"considerable, significant (e~)",,,,,,,,,,
irgendwann,sometime,,,,,,,,,,
feiern,to celebrate,,,,,,,,,,
die Umgebung,surroundings,,,,,,,,,,
der Rest,"rest, remains",,,,,,,,,,
die Produktion,production (P~),,,,,,,,,,
die Sorge,worry,,,,,,,,,,
der Soldat,soldier,,,,,,,,,,
vermitteln,"to arrange, find sth for sb (ver~)",,,,,,,,,,
das Fernsehen,television,,,,,,,,,,
okay,okay,,,,,,,,,,
ernst,serious (short form),,,,,,,,,,
die Ruhe,"silence, peace (R~)",,,,,,,,,,
das Volk,"people, nation",,,,,,,,,,
das Zeichen,sign,,,,,,,,,,
der Schaden,damage,,,,,,,,,,
zufrieden,satisfied,,,,,,,,,,
behaupten,to claim (b~),,,,,,,,,,
herrschen,to rule (h~),,,,,,,,,,
der Mittwoch,Wednesday,,,,,,,,,,
die Energie,energy,,,,,,,,,,
der Zweck,purpose,,,,,,,,,,
der Angriff,attack (Ang~),,,,,,,,,,
"der Grad, das Grad",degree,,,,,,,,,,
schieben,to push (sc~),,,,,,,,,,
funktionieren,to function,,,,,,,,,,
die Öffentlichkeit,public (Ö~),,,,,,,,,,
gründen,"to establish, found (g~)",,,,,,,,,,
der Schutz,protection,,,,,,,,,,
ausschließen,"to exclude, rule out",,,,,,,,,,
erheben,to raise (er~),,,,,,,,,,
der Anteil,"share, portion",,,,,,,,,,
der Job,job,,,,,,,,,,
der Besuch,visit,,,,,,,,,,
der Wind,wind,,,,,,,,,,
der Antrag,application,,,,,,,,,,
die Erklärung,explanation (E~),,,,,,,,,,
in der Öffentlichkeit,"in public, publicly",,,,,,,,,,
übrigens,by the way (ü~),,,,,,,,,,
diskutieren,to discuss,,,,,,,,,,
"der Beschäftigte, die Beschäftigte",employee (B~),,,,,,,,,,
im Laufe,"in the course, during (im L~)",,,,,,,,,,
der Unterricht,"instruction, classes (U~)",,,,,,,,,,
das Amt,"office, department, function",,,,,,,,,,
auftauchen,"to surface, appear",,,,,,,,,,
anwenden,"to apply, employ (an~)",,,,,,,,,,
verfolgen,to pursue,,,,,,,,,,
der Gang,"corridor, aisle, course (G~)",,,,,,,,,,
beeinflussen,to influence,,,,,,,,,,
die Behandlung,treatment,,,,,,,,,,
das Feld,field,,,,,,,,,,
außerhalb,outside (not 'außen'),,,,,,,,,,
die Einrichtung,"institution, furnishings (E~)",,,,,,,,,,
der Lauf,"course, running (L~)",,,,,,,,,,
krank,"sick, ill",,,,,,,,,,
dick,"thick, fat",,,,,,,,,,
das Zentrum,centre (Z~),,,,,,,,,,
ablehnen,"to refuse, reject, turn down (ab~)",,,,,,,,,,
der Anschlag,attack (Ans~),,,,,,,,,,
einfallen,"to occur, remind, collapse (ein~)",,,,,,,,,,
warm,warm,,,,,,,,,,
das Ausland,foreign countries,,,,,,,,,,
zurückkommen,to return,,,,,,,,,,
zwingen,to force,,,,,,,,,,
fördern,"to promote, support",,,,,,,,,,
existieren,to exist (e~),,,,,,,,,,
entfernen,"to remove, leave (ent~)",,,,,,,,,,
traditionell,traditional,,,,,,,,,,
wenden,to turn (w~),,,,,,,,,,
der Faktor,factor,,,,,,,,,,
empfinden,to feel (e~),,,,,,,,,,
die Erkenntnis,"realisation, discovery (E~)",,,,,,,,,,
fassen,"to grasp, hold (f~)",,,,,,,,,,
die Spur,"track, lane",,,,,,,,,,
das Hotel,hotel,,,,,,,,,,
ansprechen,"to address, speak",,,,,,,,,,
schwach,weak,,,,,,,,,,
der Fehler,"mistake, error",,,,,,,,,,
das Publikum,"public, audience (P~)",,,,,,,,,,
der Berg,"hill, mountain",,,,,,,,,,
angesichts,in view of (a~),,,,,,,,,,
niedrig,"low, base",,,,,,,,,,
